month,month_start_local,month_end_local_exclusive,complete_local_month,n_intervals,scenario,scenario_label,total_pv_production_kwh,site_load_kwh,useful_pv_direct_kwh,additional_useful_pv_kwh,useful_pv_delivered_kwh,useful_self_consumption_pct,self_sufficiency_pct,grid_import_kwh,grid_export_kwh,charge_pv_kwh,total_loss_kwh,stored_throughput_kwh,equivalent_full_cycles,baseline_monthly_peak_kw,monthly_peak_kw,monthly_peak_reduction_kw,monthly_peak_reduction_pct,direct_pv_customer_sales_mwh,direct_pv_customer_sales_eur,battery_customer_sales_mwh,battery_customer_sales_eur,total_customer_sales_mwh,total_customer_sales_eur,export_peak_mwh,export_peak_eur,export_offpeak_mwh,export_offpeak_eur,total_export_mwh,total_export_eur,total_energent_pv_revenue_eur,baseline_total_energent_pv_revenue_eur,revenue_change_eur,revenue_change_pct,extra_customer_sale_eur,foregone_export_eur,battery_grid_injection_revenue_eur,uplift_eur
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,no_battery,No battery,6383.5199999999995,7489.0199999999995,2220.02,0.0,2220.02,34.77736421284809,29.643664992215275,5269.0,4163.5,0.0,0.0,0.0,0.0,115.5,115.5,0.0,0.0,2.22002,288.6026,0.0,0.0,2.22002,288.6026,3.100075,186.0045,1.063425,31.902749999999997,4.1635,217.90725,506.50985,506.50985,-5.684341886080802e-14,-1.1222569286818017e-14,0.0,0.0,0.0,0.0
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,reference,Simple reference controller. Chronological; uses only the current quarter-hour.,6383.5199999999995,7489.0199999999995,2220.02,2084.8120625,4304.8320625,67.43665035121688,57.48191435595045,3184.1879375000003,1820.7165512465374,2342.783448753463,226.86612309556807,4420.1832894736835,22.10091644736842,115.5,115.5,0.0,0.0,2.22002,288.6026,2.0848120625,271.02556812499995,4.3048320625,559.6281681249999,1.2652441828254846,75.91465096952908,0.5554723684210526,16.66417105263158,1.8207165512465373,92.57882202216067,652.2069901471606,506.50985,145.69714014716055,28.76491743391773,271.02556812499995,125.32842797783934,0.0,145.6971401471606
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,self_consumption,Best-case self-consumption using the complete selected period in advance. Not a forecast or expected operational saving.,6383.5199999999995,7489.0199999999995,2220.02,2072.755460249671,4292.775460249672,67.2477795988682,57.32092396935342,3196.2445397503293,1786.541041274602,2376.9589587253977,227.94034058098964,4439.958863683518,22.199794318417588,115.5,65.5,50.0,43.29004329004329,2.22002,288.6026,2.072755460249671,269.4582098324572,4.292775460249672,558.0608098324572,1.2389172185599209,74.33503311359524,0.5476238227146815,16.428714681440443,1.7865410412746021,90.7637477950357,648.8245576274929,506.50985,142.3147076274929,28.097125382160463,269.4582098324572,127.1435022049643,0.0,142.3147076274929
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,peak_reduction,Best-case peak reduction using the complete selected period in advance. Not a forecast or expected operational saving.,6383.5199999999995,7489.0199999999995,2220.02,2073.430460249671,4293.450460249671,67.25835370218424,57.329937164671364,3195.569539750329,1786.5410412746023,2376.9589587253977,227.9758668967791,4440.669389999308,22.20334694999654,115.5,65.5,50.0,43.29004329004329,2.22002,288.6026,2.073430460249671,269.54595983245724,4.293450460249671,558.1485598324573,1.2389172185599209,74.33503311359524,0.5476238227146815,16.42871468144044,1.7865410412746023,90.76374779503568,648.912307627493,506.50985,142.40245762749294,28.114449823136297,269.54595983245724,127.14350220496432,0.0,142.40245762749294
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,revenue,"Best-case Energent PV revenue using the complete selected period in advance. The battery first preserves the best achievable PV supply to the customer. Remaining flexibility may inject stored PV at the configured fixed tariff. The battery never charges from the grid. Not a forecast, profit, or NPV.",6383.5199999999995,7489.0199999999995,2220.02,2072.755460249671,4292.775460249672,67.2477795988682,57.32092396935342,3196.2445397503293,1786.5410412746023,2376.9589587253977,227.94034058098964,4439.958863683519,22.199794318417595,115.5,65.5,50.0,43.29004329004329,2.22002,288.6026,2.072755460249671,269.4582098324572,4.292775460249672,558.0608098324572,1.2389172185599207,74.33503311359524,0.5476238227146815,16.428714681440443,1.7865410412746023,90.76374779503567,648.8245576274929,506.50985,142.3147076274929,28.097125382160463,269.4582098324572,127.1435022049643,0.0,142.3147076274929
2024-01,2024-01-01T00:00:00+01:00,2024-02-01T00:00:00+01:00,true,2976,dynamic_injection,"Dynamic injection tariff. The battery first preserves the best achievable PV supply to the customer. Remaining battery flexibility may inject stored PV at the supplied dynamic price. The battery never charges from the grid. Not a forecast, profit, or NPV.",6383.5199999999995,7489.0199999999995,2220.02,2072.755460249671,4292.775460249672,67.2477795988682,57.32092396935342,3196.2445397503293,1786.5410412746023,2376.9589587253977,227.94034058098964,4439.958863683518,22.199794318417588,115.5,65.5,50.0,43.29004329004329,2.22002,288.6026,2.072755460249671,269.4582098324572,4.292775460249672,558.0608098324572,1.2389172185599209,99.71238082990561,0.5476238227146815,31.606507531855954,1.7865410412746023,131.31888836176157,689.3796981942187,506.50985,182.86984819421872,36.10390759315317,269.4582098324572,171.17832038823843,0.0,98.27988944421878
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,no_battery,No battery,8518.2,6156.225,2345.55,0.0,2345.55,27.53574698880045,38.10045929120525,3810.675,6172.65,0.0,0.0,0.0,0.0,90.2,90.2,0.0,0.0,2.3455500000000002,304.9215,0.0,0.0,2.3455500000000002,304.9215,4.158275,249.49650000000003,2.014375,60.43125,6.17265,309.92774999999995,614.84925,614.84925,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,reference,Simple reference controller. Chronological; uses only the current quarter-hour.,8518.2,6156.225,2345.55,2377.160875,4722.710875000001,55.442592038224035,76.71439680973324,1433.5141250000004,3547.1337950138504,2625.51620498615,256.3895405124656,4996.514999999999,24.982574999999997,90.2,40.2,50.0,55.432372505543235,2.3455500000000002,304.9215,2.377160875,309.03091374999997,4.722710875,613.9524137499999,2.30955540166205,138.57332409972298,1.2375783933518003,37.12735180055401,3.5471337950138504,175.700675900277,789.6530896502769,614.84925,174.80383965027693,28.430357465716504,309.03091374999997,134.22707409972298,0.0,174.80383965027696
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,self_consumption,Best-case self-consumption using the complete selected period in advance. Not a forecast or expected operational saving.,8518.2,6156.225,2345.55,2400.6977333015266,4746.247733301527,55.71890461953848,77.09672296417897,1409.9772666984736,3516.3497922437673,2656.3002077562323,259.1675226668396,5050.535442948975,25.252677214744878,90.2,40.2,50.0,55.432372505543235,2.3455500000000002,304.9215,2.4006977333015267,312.09070532919844,4.7462477333015265,617.0122053291983,2.290035595567867,137.40213573407203,1.2263141966759001,36.78942590027701,3.5163497922437674,174.19156163434903,791.2037669635474,614.84925,176.35451696354744,28.682561939133443,312.09070532919844,135.736188365651,0.0,176.35451696354744
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,peak_reduction,Best-case peak reduction using the complete selected period in advance. Not a forecast or expected operational saving.,8518.2,6156.225,2345.55,2405.66401860687,4751.21401860687,55.77720667050398,77.17739391602598,1405.0109813931301,3516.3497922437673,2656.3002077562332,259.42890610396296,5055.763111691442,25.278815558457207,90.2,40.2,50.0,55.432372505543235,2.3455500000000002,304.9215,2.4056640186068696,312.73632241889305,4.75121401860687,617.6578224188931,2.290035595567867,137.402135734072,1.2263141966759001,36.78942590027701,3.5163497922437674,174.19156163434903,791.8493840532421,614.84925,177.00013405324216,28.78756606651828,312.73632241889305,135.73618836565097,0.0,177.0001340532421
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,revenue,"Best-case Energent PV revenue using the complete selected period in advance. The battery first preserves the best achievable PV supply to the customer. Remaining flexibility may inject stored PV at the configured fixed tariff. The battery never charges from the grid. Not a forecast, profit, or NPV.",8518.2,6156.225,2345.55,2400.6977333015266,4746.247733301527,55.71890461953848,77.09672296417897,1409.9772666984736,3516.3497922437673,2656.300207756233,259.1675226668396,5050.535442948976,25.25267721474488,90.2,40.2,50.0,55.432372505543235,2.3455500000000002,304.9215,2.4006977333015267,312.09070532919844,4.7462477333015265,617.0122053291983,2.290035595567867,137.402135734072,1.2263141966759001,36.78942590027701,3.5163497922437674,174.19156163434903,791.2037669635474,614.84925,176.35451696354744,28.682561939133443,312.09070532919844,135.736188365651,0.0,176.35451696354744
2024-02,2024-02-01T00:00:00+01:00,2024-03-01T00:00:00+01:00,true,2784,dynamic_injection,"Dynamic injection tariff. The battery first preserves the best achievable PV supply to the customer. Remaining battery flexibility may inject stored PV at the supplied dynamic price. The battery never charges from the grid. Not a forecast, profit, or NPV.",8518.2,6156.225,2345.55,2400.6977333015266,4746.247733301527,55.71890461953848,77.09672296417897,1409.9772666984736,3515.7377231648197,2662.57783933518,259.77959174578695,5062.462942948975,25.312314714744875,90.2,40.2,50.0,55.432372505543235,2.3455500000000002,304.9215,2.4006977333015267,312.09070532919844,4.7462477333015265,617.0122053291983,2.2899061514889194,150.25062909557823,1.2258315716759003,68.98560013108033,3.5157377231648197,219.2362292266586,836.2484345558571,614.84925,221.39918455585712,36.008693928773134,312.09070532919844,147.33525179709142,0.0,164.755453532107
